Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Indistinguishable Proteins	Beads_1 Intensity	Beads_1 MaxLFQ Intensity	Beads_1 Spectral Count	Beads_1 Unique Spectral Count	Beads_1 Total Spectral Count	Beads_2 Intensity	Beads_2 MaxLFQ Intensity	Beads_2 Spectral Count	Beads_2 Unique Spectral Count	Beads_2 Total Spectral Count	Beads_3 Intensity	Beads_3 MaxLFQ Intensity	Beads_3 Spectral Count	Beads_3 Unique Spectral Count	Beads_3 Total Spectral Count	NosH_1 Intensity	NosH_1 MaxLFQ Intensity	NosH_1 Spectral Count	NosH_1 Unique Spectral Count	NosH_1 Total Spectral Count	NosH_2 Intensity	NosH_2 MaxLFQ Intensity	NosH_2 Spectral Count	NosH_2 Unique Spectral Count	NosH_2 Total Spectral Count	NosH_3 Intensity	NosH_3 MaxLFQ Intensity	NosH_3 Spectral Count	NosH_3 Unique Spectral Count	NosH_3 Total Spectral Count
Cont_P04258	Cont_P04258	CO3A1_BOVIN	COL3A1	100	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(III) chain	1.0	1.0	1	1	1	1		195756.0	195756.0	1	1	1	239918.0	239918.0	1	1	1	180514.0	180514.0	1	1	1	235627.0	235627.0	1	1	1	298719.0	298719.0	1	1	1	257878.0	257878.0	1	1	1
Cont_P04259	Cont_P04259	K2C6B_HUMAN	KRT6B	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6B	1.0	1.0	1	1	1	1		5950280.0	5950280.0	1	1	1	4965330.0	4965330.0	1	1	1	9880180.0	9880180.0	1	1	1	1075390.0	1075390.0	1	1	1	5717650.0	5717650.0	1	1	1	314306.0	314306.0	1	1	1
Cont_P04259;Cont_P48668	Cont_P04259;Cont_P48668	K2C6B_HUMAN;K2C6C_HUMAN	KRT6B;KRT6C	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6B	1.0	1.0	1	1	1	1		48873100.0	48873100.0	1	1	1	14799500.0	14799500.0	1	1	1	32970800.0	32970800.0	1	1	1	659520.0	659520.0	1	1	1	3339480.0	3339480.0	1	1	1			1	1	1
Cont_P04264	Cont_P04264	K2C1_HUMAN	KRT1	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	1.0	1	1	1	1		523259000.0	523259000.0	1	1	1	803970000.0	803970000.0	1	1	1	1730680000.0	1730680000.0	1	1	1	382780000.0	382780000.0	1	1	1	970643000.0	970643000.0	1	1	1	215961000.0	215961000.0	1	1	1
Cont_P04264;Cont_P04259	Cont_P04264;Cont_P04259	K2C1_HUMAN;K2C6B_HUMAN	KRT1;KRT6B	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6B	1.0	1.0	1	1	1	1		199666000.0	199666000.0	1	1	1	222167000.0	222167000.0	1	1	1	333769000.0	333769000.0	1	1	1	153447000.0	153447000.0	1	1	1	296139000.0	296139000.0	1	1	1	154051000.0	154051000.0	1	1	1
Cont_P04264;Cont_Q8BGZ7;Cont_Q922U2;Cont_P50446	Cont_P04264;Cont_Q8BGZ7;Cont_Q922U2;Cont_P50446	K2C1_HUMAN;K2C5_MOUSE;K2C6A_MOUSE;K2C75_MOUSE	KRT1;Krt5;Krt6a;Krt75	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	1.0	1	1	1	1		126618000.0	126618000.0	1	1	1	66902400.0	66902400.0	1	1	1	145126000.0	145126000.0	1	1	1	4873810.0	4873810.0	1	1	1	5817690.0	5817690.0	1	1	1	1241210.0	1241210.0	1	1	1
Cont_P04264;Cont_Q922U2	Cont_P04264;Cont_Q922U2	K2C1_HUMAN;K2C5_MOUSE	KRT1;Krt5	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	1.0	1	1	1	1		514705000.0	514705000.0	1	1	1	337710000.0	337710000.0	1	1	1	693316000.0	693316000.0	1	1	1	135394000.0	135394000.0	1	1	1	403355000.0	403355000.0	1	1	1	68159900.0	68159900.0	1	1	1
Cont_P05783	Cont_P05783	K1C18_HUMAN	KRT18	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	1.0	1	1	1	1		539601.0	539601.0	1	1	1	792662.0	792662.0	1	1	1	497890.0	497890.0	1	1	1	699623.0	699623.0	1	1	1	688379.0	688379.0	1	1	1	714916.0	714916.0	1	1	1
Cont_P05783;Cont_P05784	Cont_P05783;Cont_P05784	K1C18_HUMAN;K1C18_MOUSE	KRT18;Krt18	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	1.0	1	1	1	1		260047.0	260047.0	1	1	1			1	1	1			1	1	1			1	1	1			1	1	1			1	1	1
Cont_P05783;Cont_P08727;Cont_P05784	Cont_P05783;Cont_P08727;Cont_P05784	K1C18_HUMAN;K1C18_MOUSE;K1C19_HUMAN	KRT18;KRT19;Krt18	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	1.0	1	1	1	1		1489100.0	1489100.0	1	1	1	1705200.0	1705200.0	1	1	1	1246040.0	1246040.0	1	1	1	1085480.0	1085480.0	1	1	1	1072060.0	1072060.0	1	1	1	1190640.0	1190640.0	1	1	1
Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_MOUSE;K2C8_HUMAN	KRT6A;KRT6B;KRT6C;KRT8;Krt6a;Krt75	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6A	1.0	1.0	1	1	1	1		9677480.0	9677480.0	1	1	1	9441460.0	9441460.0	1	1	1	28291700.0	28291700.0	1	1	1	3573760.0	3573760.0	1	1	1	15623400.0	15623400.0	1	1	1	888190.0	888190.0	1	1	1
Cont_P08727	Cont_P08727	K1C19_HUMAN	KRT19	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0	1.0	1	1	1	1				1	1	1			1	1	1	7082020.0	7082020.0	1	1	1			1	1	1			1	1	1			1	1	1
Cont_P08779	Cont_P08779	K1C16_HUMAN	KRT16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 16	1.0	1.0	1	1	1	1		55281300.0	55281300.0	1	1	1	34134900.0	34134900.0	1	1	1	65951700.0	65951700.0	1	1	1	7315980.0	7315980.0	1	1	1	48599600.0	48599600.0	1	1	1	2852930.0	2852930.0	1	1	1
Cont_P08779;Cont_P02533	Cont_P08779;Cont_P02533	K1C14_HUMAN;K1C16_HUMAN	KRT14;KRT16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	1.0	1	1	1	1		14000400.0	14000400.0	1	1	1	6754840.0	6754840.0	1	1	1	28048600.0	28048600.0	1	1	1	1969230.0	1969230.0	1	1	1	11036700.0	11036700.0	1	1	1	1266070.0	1266070.0	1	1	1
Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012	Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012	K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C17_HUMAN;K1C19_HUMAN	KRT14;KRT15;KRT16;KRT17;KRT19	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	1.0	1	1	1	1		70142500.0	70142500.0	1	1	1	51427700.0	51427700.0	1	1	1	89695400.0	89695400.0	1	1	1			1	1	1	17028.3	17028.3	1	1	1			1	1	1
Cont_P08779;Cont_P02533;Cont_Q04695;Cont_Q9Z2K1	Cont_P08779;Cont_P02533;Cont_Q04695;Cont_Q9Z2K1	K1C14_HUMAN;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN	KRT14;KRT16;KRT17;Krt16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	1.0	1	1	1	1		136797000.0	136797000.0	1	1	1	31891600.0	31891600.0	1	1	1	88018200.0	88018200.0	1	1	1	1470910.0	1470910.0	1	1	1	7695400.0	7695400.0	1	1	1	4223920.0	4223920.0	1	1	1
Cont_P08779;Cont_P02533;Cont_Q9Z2K1	Cont_P08779;Cont_P02533;Cont_Q9Z2K1	K1C14_HUMAN;K1C16_HUMAN;K1C16_MOUSE	KRT14;KRT16;Krt16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	1.0	1	1	1	1		24680500.0	24680500.0	1	1	1	37726100.0	37726100.0	1	1	1	81368500.0	81368500.0	1	1	1	10926100.0	10926100.0	1	1	1	67744800.0	67744800.0	1	1	1	3537920.0	3537920.0	1	1	1
Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_O77727	Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_O77727	K1C14_HUMAN;K1C15_SHEEP;K1C16_HUMAN;K1C16_MOUSE	KRT14;KRT15;KRT16;Krt16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 15	1.0	1.0	1	1	1	1		37538000.0	37538000.0	1	1	1	18588200.0	18588200.0	1	1	1	35020300.0	35020300.0	1	1	1	4994640.0	4994640.0	1	1	1	22878800.0	22878800.0	1	1	1	2018920.0	2018920.0	1	1	1
Cont_P08779;Cont_P08727	Cont_P08779;Cont_P08727	K1C16_HUMAN;K1C19_HUMAN	KRT16;KRT19	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0	1.0	1	1	1	1		1332420.0	1332420.0	1	1	1	4257890.0	4257890.0	1	1	1	11672600.0	11672600.0	1	1	1	634185.0	634185.0	1	1	1	8900900.0	8900900.0	1	1	1	427340.0	427340.0	1	1	1
Cont_P08779;Cont_P13646;Cont_P02533;Cont_P19012;Cont_O77727	Cont_P08779;Cont_P13646;Cont_P02533;Cont_P19012;Cont_O77727	K1C13_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C15_SHEEP;K1C16_HUMAN	KRT13;KRT14;KRT15;KRT16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 15	1.0	1.0	1	1	1	1		29248300.0	29248300.0	1	1	1	42258600.0	42258600.0	1	1	1	67342600.0	67342600.0	1	1	1	14305600.0	14305600.0	1	1	1	26686200.0	26686200.0	1	1	1	22348200.0	22348200.0	1	1	1
Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_Q9Z2K1	Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_Q9Z2K1	K1C13_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C19_HUMAN	KRT13;KRT14;KRT15;KRT16;KRT17;KRT19;Krt16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	1.0	1	1	1	1		116304000.0	116304000.0	1	1	1	66683800.0	66683800.0	1	1	1	159417000.0	159417000.0	1	1	1	15516900.0	15516900.0	1	1	1	88228000.0	88228000.0	1	1	1	7374930.0	7374930.0	1	1	1
Cont_P08779;Cont_Q9Z2K1	Cont_P08779;Cont_Q9Z2K1	K1C16_HUMAN;K1C16_MOUSE	KRT16;Krt16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 16	1.0	1.0	1	1	1	1		9829220.0	9829220.0	1	1	1	7044800.0	7044800.0	1	1	1	16318200.0	16318200.0	1	1	1	1562910.0	1562910.0	1	1	1	6652570.0	6652570.0	1	1	1	2806030.0	2806030.0	1	1	1
Cont_P12035;Cont_Q01546	Cont_P12035;Cont_Q01546	K22O_HUMAN;K2C3_HUMAN	KRT3;KRT76	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 3	1.0	1.0	1	1	1	1		460331.0	460331.0	1	1	1	1326330.0	1326330.0	1	1	1	541592.0	541592.0	1	1	1			1	1	1			1	1	1	1353560.0	1353560.0	1	1	1
Cont_P12763	Cont_P12763	FETUA_BOVIN	AHSG	100	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	1.0	1	1	1	1		31942.4	31942.4	1	1	1	7923.78	7923.78	1	1	1	247397.0	247397.0	1	1	1			1	1	1			1	1	1	13720.7	13720.7	1	1	1
Cont_P13645	Cont_P13645	K1C10_HUMAN	KRT10	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0	1.0	1	1	1	1		97615700.0	97615700.0	1	1	1	70876600.0	70876600.0	1	1	1	225856000.0	225856000.0	1	1	1	23251300.0	23251300.0	1	1	1	74451800.0	74451800.0	1	1	1	36155500.0	36155500.0	1	1	1
Cont_P13645;Cont_O77727	Cont_P13645;Cont_O77727	K1C10_HUMAN;K1C15_SHEEP	KRT10;KRT15	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 15	1.0	1.0	1	1	1	1		152590000.0	152590000.0	1	1	1	125179000.0	125179000.0	1	1	1	303383000.0	303383000.0	1	1	1	43094900.0	43094900.0	1	1	1	161978000.0	161978000.0	1	1	1	55657500.0	55657500.0	1	1	1
Cont_P13645;Cont_P02535	Cont_P13645;Cont_P02535	K1C10_HUMAN;K1C10_MOUSE	KRT10;Krt10	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0	1.0	1	1	1	1		183409000.0	183409000.0	1	1	1	181781000.0	181781000.0	1	1	1	422634000.0	422634000.0	1	1	1	71825200.0	71825200.0	1	1	1	251039000.0	251039000.0	1	1	1	69173200.0	69173200.0	1	1	1
Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_P02535	Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_P02535	K1C10_HUMAN;K1C10_MOUSE;K1C14_HUMAN;K1C16_HUMAN;K1C16_MOUSE	KRT10;KRT14;KRT16;Krt10;Krt16	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	1.0	1	1	1	1		9313080.0	9313080.0	1	1	1	120963000.0	120963000.0	1	1	1	230257000.0	230257000.0	1	1	1	49513000.0	49513000.0	1	1	1	164653000.0	164653000.0	1	1	1	27878900.0	27878900.0	1	1	1
Cont_P13645;Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P05783;Cont_Q15323;Cont_Q14525;Cont_P08727;Cont_Q14532;Cont_P19012;Cont_P02534;Cont_Q9Z2K1;Cont_O77727;Cont_P02535;Cont_O76013;Cont_P05784	Cont_P13645;Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P05783;Cont_Q15323;Cont_Q14525;Cont_P08727;Cont_Q14532;Cont_P19012;Cont_P02534;Cont_Q9Z2K1;Cont_O77727;Cont_P02535;Cont_O76013;Cont_P05784	K1C10_HUMAN;K1C10_MOUSE;K1C13_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C15_SHEEP;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C18_HUMAN;K1C18_MOUSE;K1C19_HUMAN;K1H1_HUMAN;K1H2_HUMAN;K1M1_SHEEP;KRT36_HUMAN;KT33B_HUMAN	KRT10;KRT13;KRT14;KRT15;KRT16;KRT17;KRT18;KRT19;KRT31;KRT32;KRT33B;KRT36;Krt10;Krt16;Krt18	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cuticular Ha6	1.0	1.0	1	1	1	1		313138000.0	313138000.0	1	1	1	254812000.0	254812000.0	1	1	1	482808000.0	482808000.0	1	1	1	77620400.0	77620400.0	1	1	1	260381000.0	260381000.0	1	1	1	63885000.0	63885000.0	1	1	1
Cont_P13645;Cont_P13646;Cont_O77727;Cont_P02535	Cont_P13645;Cont_P13646;Cont_O77727;Cont_P02535	K1C10_HUMAN;K1C10_MOUSE;K1C13_HUMAN;K1C15_SHEEP	KRT10;KRT13;KRT15;Krt10	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 15	1.0	1.0	1	1	1	1		77193000.0	77193000.0	1	1	1	71362600.0	71362600.0	1	1	1	157731000.0	157731000.0	1	1	1	26719900.0	26719900.0	1	1	1	91879000.0	91879000.0	1	1	1	26263600.0	26263600.0	1	1	1
Cont_P13646;Cont_P02535	Cont_P13646;Cont_P02535	K1C10_MOUSE;K1C13_HUMAN	KRT13;Krt10	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0	1.0	1	1	1	1				1	1	1			1	1	1	9264430.0	9264430.0	1	1	1			1	1	1	137268.0	137268.0	1	1	1	5552.62	5552.62	1	1	1
Cont_P13646;Cont_P19012	Cont_P13646;Cont_P19012	K1C13_HUMAN;K1C15_HUMAN	KRT13;KRT15	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 13	1.0	1.0	1	1	1	1				1	1	1	86172.8	86172.8	1	1	1	16423600.0	16423600.0	1	1	1	728697.0	728697.0	1	1	1	1183430.0	1183430.0	1	1	1			1	1	1
Cont_P13646;Cont_P19012;Cont_Q99456	Cont_P13646;Cont_P19012;Cont_Q99456	K1C12_HUMAN;K1C13_HUMAN;K1C15_HUMAN	KRT12;KRT13;KRT15	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 13	1.0	1.0	1	1	1	1				1	1	1			1	1	1	6365790.0	6365790.0	1	1	1			1	1	1			1	1	1			1	1	1
Cont_P13647	Cont_P13647	K2C5_HUMAN	KRT5	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 5	1.0	1.0	1	1	1	1		34179400.0	34179400.0	1	1	1	26671300.0	26671300.0	1	1	1	63810000.0	63810000.0	1	1	1	10711400.0	10711400.0	1	1	1	39524900.0	39524900.0	1	1	1	8136030.0	8136030.0	1	1	1
Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668;Cont_Q922U2;Cont_Q6IME9;Cont_P50446	Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668;Cont_Q922U2;Cont_Q6IME9;Cont_P50446	K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C72_MOUSE;K2C75_HUMAN	KRT5;KRT6A;KRT6B;KRT6C;KRT75;Krt5;Krt6a;Krt72	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 75	1.0	1.0	1	1	1	1		27949100.0	27949100.0	1	1	1	7158500.0	7158500.0	1	1	1	15286500.0	15286500.0	1	1	1	648987.0	648987.0	1	1	1	2226340.0	2226340.0	1	1	1	1152600.0	1152600.0	1	1	1
Cont_P13647;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_Q01546	Cont_P13647;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_Q01546	K22O_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE;K2C8_HUMAN	KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT76;KRT8;Krt5;Krt6a;Krt75	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 75	1.0	1.0	1	1	1	1		457946.0	457946.0	1	1	1	254530.0	254530.0	1	1	1	452587.0	452587.0	1	1	1			1	1	1	111352.0	111352.0	1	1	1			1	1	1
Cont_P13647;Cont_P02538;Cont_P04259;Cont_P48668	Cont_P13647;Cont_P02538;Cont_P04259;Cont_P48668	K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN	KRT5;KRT6A;KRT6B;KRT6C	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6A	1.0	1.0	1	1	1	1		80207400.0	80207400.0	1	1	1	55753600.0	55753600.0	1	1	1	131842000.0	131842000.0	1	1	1	13450000.0	13450000.0	1	1	1	74802200.0	74802200.0	1	1	1	7401800.0	7401800.0	1	1	1
Cont_P13647;Cont_P02538;Cont_P48668	Cont_P13647;Cont_P02538;Cont_P48668	K2C5_HUMAN;K2C6A_HUMAN;K2C6C_HUMAN	KRT5;KRT6A;KRT6C	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6A	1.0	1.0	1	1	1	1		51742800.0	51742800.0	1	1	1	45144700.0	45144700.0	1	1	1	66847800.0	66847800.0	1	1	1	9768400.0	9768400.0	1	1	1	34385600.0	34385600.0	1	1	1	4432650.0	4432650.0	1	1	1
Cont_P13647;Cont_Q922U2	Cont_P13647;Cont_Q922U2	K2C5_HUMAN;K2C5_MOUSE	KRT5;Krt5	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 5	1.0	1.0	1	1	1	1		25465000.0	25465000.0	1	1	1	31636700.0	31636700.0	1	1	1	55531500.0	55531500.0	1	1	1	9016310.0	9016310.0	1	1	1	30200500.0	30200500.0	1	1	1	6559270.0	6559270.0	1	1	1
Cont_P15241;Cont_P78385;Cont_Q14533	Cont_P15241;Cont_P78385;Cont_Q14533	K2M2_SHEEP;KRT81_HUMAN;KRT83_HUMAN	KRT81;KRT83	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II microfibrillar, component 7C	1.0	1.0	1	1	1	1				1	1	1			1	1	1	471851.0	471851.0	1	1	1	304528.0	304528.0	1	1	1			1	1	1	39553.6	39553.6	1	1	1
Cont_P15252	Cont_P15252	REF_HEVBR		100	Homo sapiens	1:Experimental evidence at protein level	Rubber elongation factor protein	1.0	1.0	1	1	1	1				1	1	1	38459.5	38459.5	1	1	1	49208.9	49208.9	1	1	1	47292.3	47292.3	1	1	1			1	1	1	49907.8	49907.8	1	1	1
Cont_P19013	Cont_P19013	K2C4_HUMAN	KRT4	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 4	1.0	1.0	1	1	1	1				1	1	1			1	1	1	12406700.0	12406700.0	1	1	1			1	1	1			1	1	1	824344.0	824344.0	1	1	1
Cont_P19013;Cont_P12035	Cont_P19013;Cont_P12035	K2C3_HUMAN;K2C4_HUMAN	KRT3;KRT4	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 3	1.0	1.0	1	1	1	1				1	1	1			1	1	1	9887740.0	9887740.0	1	1	1			1	1	1	139086.0	139086.0	1	1	1			1	1	1
Cont_P19013;Cont_Q86Y46	Cont_P19013;Cont_Q86Y46	K2C4_HUMAN;K2C73_HUMAN	KRT4;KRT73	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 4	1.0	1.0	1	1	1	1				1	1	1			1	1	1	1052460.0	1052460.0	1	1	1			1	1	1			1	1	1			1	1	1
Cont_P19909	Cont_P19909	SPG2_STRSG	spg	100	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin G-binding protein G	1.0	1.0	1	1	1	1		262530.0	262530.0	1	1	1	231737.0	231737.0	1	1	1	195086.0	195086.0	1	1	1	195071.0	195071.0	1	1	1	209074.0	209074.0	1	1	1	195522.0	195522.0	1	1	1
Cont_P20930	Cont_P20930	FILA_HUMAN	FLG	100	Homo sapiens	1:Experimental evidence at protein level	Filaggrin	1.0	1.0	1	1	1	1		3298360.0	3298360.0	1	1	1	1904080.0	1904080.0	1	1	1	6615420.0	6615420.0	1	1	1	1774210.0	1774210.0	1	1	1	2761690.0	2761690.0	1	1	1	1729190.0	1729190.0	1	1	1
Cont_P22629	Cont_P22629	SAV_STRAV		100	Homo sapiens	1:Experimental evidence at protein level	Streptavidin	1.0	1.0	1	1	1	1		10048400.0	10048400.0	1	1	1	21803700.0	21803700.0	1	1	1	11649100.0	11649100.0	1	1	1	15535300.0	15535300.0	1	1	1	19630100.0	19630100.0	1	1	1	19814800.0	19814800.0	1	1	1
Cont_P25691;Cont_P15241;Cont_P78385;Cont_Q14533	Cont_P25691;Cont_P15241;Cont_P78385;Cont_Q14533	K2M2_SHEEP;K2M3_SHEEP;KRT81_HUMAN;KRT83_HUMAN	KRT81;KRT83	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II microfibrillar, component 7C	1.0	1.0	1	1	1	1		105605.0	105605.0	1	1	1	106428.0	106428.0	1	1	1	739495.0	739495.0	1	1	1	905942.0	905942.0	1	1	1	41207.8	41207.8	1	1	1	66510.6	66510.6	1	1	1
Cont_P35527	Cont_P35527	K1C9_HUMAN	KRT9	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 9	1.0	1.0	1	1	1	1		564341000.0	564341000.0	1	1	1	552283000.0	552283000.0	1	1	1	856968000.0	856968000.0	1	1	1	249772000.0	249772000.0	1	1	1	515084000.0	515084000.0	1	1	1	136558000.0	136558000.0	1	1	1
Cont_P35527;Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_P05784;Cont_Q99456	Cont_P35527;Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_P05784;Cont_Q99456	K1C10_HUMAN;K1C12_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C17_HUMAN;K1C18_MOUSE;K1C19_HUMAN;K1C9_HUMAN	KRT10;KRT12;KRT14;KRT15;KRT16;KRT17;KRT19;KRT9;Krt18	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	1.0	1	1	1	1		862643000.0	862643000.0	1	1	1	680879000.0	680879000.0	1	1	1	1172660000.0	1172660000.0	1	1	1	266128000.0	266128000.0	1	1	1	717973000.0	717973000.0	1	1	1	132531000.0	132531000.0	1	1	1
Cont_P35908	Cont_P35908	K22E_HUMAN	KRT2	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 epidermal	1.0	1.0	1	1	1	1		33392400.0	33392400.0	1	1	1	41288600.0	41288600.0	1	1	1	90280900.0	90280900.0	1	1	1	19145800.0	19145800.0	1	1	1	44403300.0	44403300.0	1	1	1	25937900.0	25937900.0	1	1	1
Cont_P35908;Cont_P04264	Cont_P35908;Cont_P04264	K22E_HUMAN;K2C1_HUMAN	KRT1;KRT2	100	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	1.0	1	1	1	1		864566000.0	864566000.0	1	1	1	661485000.0	661485000.0	1	1	1	1392120000.0	1392120000.0	1	1	1	336769000.0	336769000.0	1	1	1	867089000.0	867089000.0	1	1	1	138869000.0	138869000.0	1	1	1
